Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
"11.422,00","421,07","169,54","87,03","0,86","11.669,00","0,61",Osmancik
"11.278,00","422,19","170,42","86,05","0,86","11.642,00","0,62",Osmancik
"11.462,00","423,23","171,59","85,72","0,87","11.712,00","0,69",Osmancik
"12.057,00","448,44","183,94","85,18","0,89","12.295,00","0,73",Osmancik
"10.989,00","431,12","180,48","78,81","0,90","11.268,00","0,69",Osmancik
"9.516,00","386,82","155,52","79,23","0,86","9.753,00","0,70",Osmancik
"12.317,00","432,30","174,63","90,64","0,85","12.506,00","0,64",Osmancik
"12.675,00","453,35","191,34","85,13","0,90","12.856,00","0,57",Osmancik
"9.292,00","414,12","183,64","64,87","0,94","9.442,00","0,50",Osmancik
"12.540,00","456,20","185,98","87,51","0,88","12.854,00","0,59",Osmancik
"9.373,00","383,05","159,38","75,75","0,88","9.520,00","0,72",Osmancik
"14.350,00","472,02","189,90","97,03","0,86","14.577,00","0,65",Osmancik
"11.870,00","432,30","177,36","86,77","0,87","12.143,00","0,77",Osmancik
"9.732,00","395,62","166,25","75,57","0,89","9.887,00","0,59",Osmancik
"11.671,00","430,24","177,18","84,82","0,88","11.895,00","0,67",Osmancik
"10.851,00","408,93","168,01","83,33","0,87","11.007,00","0,62",Osmancik
"13.314,00","457,70","182,67","94,06","0,86","13.562,00","0,61",Osmancik
"10.510,00","416,71","174,78","77,30","0,90","10.691,00","0,59",Osmancik
"10.874,00","426,87","177,25","79,62","0,89","11.211,00","0,64",Osmancik
"12.539,00","437,43","174,90","92,72","0,85","12.835,00","0,79",Osmancik
"11.102,00","423,59","173,86","82,36","0,88","11.332,00","0,59",Osmancik
"10.395,00","415,30","170,19","79,34","0,88","10.725,00","0,61",Osmancik
"10.669,00","404,80","162,50","84,98","0,85","10.908,00","0,68",Osmancik
"9.768,00","413,56","179,80","69,93","0,92","9.943,00","0,70",Osmancik
"11.423,00","418,60","169,07","87,28","0,86","11.717,00","0,66",Osmancik
"13.135,00","459,26","189,78","89,05","0,88","13.353,00","0,58",Osmancik
"10.815,00","420,82","179,97","77,10","0,90","10.981,00","0,57",Osmancik
"10.829,00","404,75","160,12","87,51","0,84","11.138,00","0,72",Osmancik
"11.686,00","433,44","176,76","85,65","0,87","12.038,00","0,78",Osmancik
"9.763,00","404,15","169,19","74,55","0,90","10.047,00","0,71",Osmancik
"12.366,00","451,86","180,87","89,14","0,87","12.620,00","0,59",Osmancik
"9.621,00","408,72","175,73","70,45","0,92","9.779,00","0,52",Osmancik
"11.590,00","435,85","176,94","84,81","0,88","11.880,00","0,72",Osmancik
"13.060,00","465,65","192,37","87,60","0,89","13.352,00","0,58",Osmancik
"11.928,00","439,92","181,03","85,22","0,88","12.218,00","0,59",Osmancik
"11.230,00","422,72","172,90","83,85","0,87","11.462,00","0,61",Osmancik
"11.603,00","427,52","175,94","84,69","0,88","11.807,00","0,80",Osmancik
"10.589,00","411,93","170,27","80,87","0,88","10.850,00","0,72",Osmancik
"11.245,00","421,55","174,58","82,91","0,88","11.475,00","0,68",Osmancik
"10.190,00","397,79","161,48","81,72","0,86","10.476,00","0,79",Osmancik
"12.019,00","442,11","183,98","84,31","0,89","12.290,00","0,58",Osmancik
"11.746,00","431,83","174,58","87,35","0,87","12.096,00","0,72",Osmancik
"12.613,00","459,91","193,37","84,31","0,90","12.937,00","0,63",Osmancik
"11.559,00","435,18","178,78","83,55","0,88","11.796,00","0,67",Osmancik
"13.950,00","490,43","209,65","85,36","0,91","14.158,00","0,55",Osmancik
"11.224,00","424,75","174,42","83,20","0,88","11.544,00","0,71",Osmancik
"11.993,00","438,07","175,54","88,08","0,86","12.359,00","0,61",Osmancik
"11.479,00","421,08","171,35","85,81","0,87","11.677,00","0,80",Osmancik
"11.485,00","424,49","175,32","84,48","0,88","11.688,00","0,61",Osmancik
"12.837,00","463,32","192,92","86,36","0,89","13.229,00","0,59",Osmancik
"10.873,00","408,49","167,70","83,42","0,87","11.073,00","0,67",Osmancik
"10.664,00","414,94","168,08","81,73","0,87","10.929,00","0,65",Osmancik
"10.729,00","414,70","171,73","81,43","0,88","10.987,00","0,79",Osmancik
"10.841,00","410,33","167,11","84,25","0,86","11.079,00","0,73",Osmancik
"12.020,00","425,73","175,55","87,60","0,87","12.176,00","0,65",Osmancik
"12.314,00","440,15","180,84","87,92","0,87","12.587,00","0,80",Osmancik
"11.792,00","427,78","180,87","83,27","0,89","11.923,00","0,72",Osmancik
"8.505,00","359,10","147,80","73,81","0,87","8.651,00","0,68",Osmancik
"11.928,00","432,52","171,02","90,07","0,85","12.195,00","0,63",Osmancik
"11.915,00","433,28","178,52","86,51","0,87","12.101,00","0,63",Osmancik
"10.789,00","413,74","170,52","81,98","0,88","11.016,00","0,69",Osmancik
"10.366,00","403,46","162,36","83,07","0,86","10.680,00","0,71",Osmancik
"11.476,00","424,78","169,09","88,18","0,85","11.845,00","0,62",Osmancik
"12.368,00","449,86","182,73","87,26","0,88","12.722,00","0,61",Osmancik
"10.695,00","406,45","164,57","84,05","0,86","10.930,00","0,61",Osmancik
"11.240,00","426,64","175,59","82,96","0,88","11.427,00","0,61",Osmancik
"11.552,00","432,81","178,89","84,08","0,88","11.838,00","0,64",Osmancik
"11.122,00","410,99","165,04","87,14","0,85","11.379,00","0,71",Osmancik
"13.099,00","453,37","180,98","93,60","0,86","13.377,00","0,63",Osmancik
"9.510,00","401,49","169,67","72,38","0,90","9.764,00","0,65",Osmancik
"12.466,00","448,86","181,19","88,69","0,87","12.779,00","0,60",Osmancik
"10.595,00","407,27","166,13","82,57","0,87","10.849,00","0,64",Osmancik
"10.828,00","415,85","167,36","83,59","0,87","11.225,00","0,65",Osmancik
"10.667,00","415,24","170,34","81,37","0,88","11.041,00","0,69",Osmancik
"12.845,00","464,12","194,33","85,52","0,90","13.125,00","0,77",Osmancik
"11.072,00","421,00","174,79","81,58","0,88","11.245,00","0,80",Osmancik
"12.495,00","443,68","184,99","87,13","0,88","12.690,00","0,74",Osmancik
"9.723,00","388,62","158,36","79,34","0,87","9.949,00","0,63",Osmancik
"11.905,00","443,77","185,27","83,61","0,89","12.209,00","0,63",Osmancik
"11.809,00","433,05","170,87","89,48","0,85","12.129,00","0,62",Osmancik
"12.219,00","436,21","179,44","87,93","0,87","12.434,00","0,60",Osmancik
"12.898,00","454,77","184,37","90,95","0,87","13.223,00","0,76",Osmancik
"11.659,00","442,34","186,15","81,05","0,90","11.974,00","0,69",Osmancik
"11.119,00","427,05","178,81","80,62","0,89","11.420,00","0,79",Osmancik
"11.128,00","423,24","173,40","82,44","0,88","11.372,00","0,60",Osmancik
"11.504,00","432,44","175,79","84,96","0,88","11.861,00","0,59",Osmancik
"12.093,00","432,83","176,82","88,10","0,87","12.351,00","0,71",Osmancik
"12.239,00","432,30","168,49","94,25","0,83","12.489,00","0,68",Osmancik
"11.180,00","415,41","169,46","85,45","0,86","11.359,00","0,78",Osmancik
"9.622,00","403,77","170,72","72,93","0,90","9.897,00","0,70",Osmancik
"10.088,00","406,66","169,07","77,43","0,89","10.331,00","0,68",Osmancik
"12.525,00","455,18","183,67","88,25","0,88","12.911,00","0,71",Osmancik
"10.386,00","405,97","165,68","81,03","0,87","10.684,00","0,64",Osmancik
"12.378,00","459,98","191,25","84,00","0,90","12.800,00","0,57",Osmancik
"12.588,00","445,30","181,66","89,53","0,87","12.865,00","0,78",Osmancik
"10.227,00","404,00","164,81","80,22","0,87","10.496,00","0,63",Osmancik
"10.870,00","414,28","164,70","85,41","0,86","11.183,00","0,66",Osmancik
"11.031,00","414,44","170,68","83,10","0,87","11.200,00","0,61",Osmancik
"9.918,00","398,95","161,47","79,89","0,87","10.270,00","0,62",Osmancik
"9.976,00","406,08","168,06","76,86","0,89","10.295,00","0,57",Osmancik
"10.007,00","391,46","163,93","78,14","0,88","10.146,00","0,80",Osmancik
"10.427,00","405,58","170,56","78,15","0,89","10.588,00","0,68",Osmancik
"12.895,00","449,51","186,66","88,59","0,88","13.072,00","0,58",Osmancik
"10.918,00","422,49","176,80","79,60","0,89","11.118,00","0,80",Osmancik
"11.485,00","419,40","175,87","83,70","0,88","11.610,00","0,80",Osmancik
"10.388,00","400,59","166,19","80,09","0,88","10.536,00","0,67",Osmancik
"11.470,00","426,63","175,60","83,90","0,88","11.719,00","0,73",Osmancik
"12.714,00","454,55","185,12","88,70","0,88","12.939,00","0,62",Osmancik
"10.510,00","420,02","175,72","78,40","0,89","10.756,00","0,57",Osmancik
"11.983,00","432,44","172,42","89,34","0,86","12.238,00","0,70",Osmancik
"11.415,00","438,93","184,57","80,10","0,90","11.745,00","0,79",Osmancik
"11.300,00","415,47","166,07","87,74","0,85","11.579,00","0,61",Osmancik
"11.597,00","433,68","180,84","82,68","0,89","11.803,00","0,61",Osmancik
"11.501,00","439,54","182,66","81,62","0,89","11.878,00","0,58",Osmancik
"11.646,00","435,61","177,84","84,55","0,88","11.902,00","0,62",Osmancik
"10.539,00","420,64","174,82","77,64","0,90","10.775,00","0,66",Osmancik
"9.801,00","391,96","162,90","76,97","0,88","9.964,00","0,66",Osmancik
"11.780,00","435,67","181,70","83,59","0,89","11.975,00","0,81",Osmancik
"10.468,00","427,71","182,20","74,53","0,91","10.672,00","0,54",Osmancik
"10.787,00","405,90","167,39","82,44","0,87","10.956,00","0,72",Osmancik
"10.796,00","416,26","168,60","82,71","0,87","10.985,00","0,60",Osmancik
"9.972,00","397,64","165,40","77,71","0,88","10.230,00","0,80",Osmancik
"9.751,00","412,60","175,45","71,44","0,91","10.034,00","0,71",Osmancik
"11.102,00","425,97","174,85","81,74","0,88","11.333,00","0,70",Osmancik
"11.364,00","428,95","180,76","80,28","0,90","11.551,00","0,58",Osmancik
"12.587,00","461,78","193,99","83,73","0,90","12.910,00","0,67",Osmancik
"9.335,00","388,81","160,16","75,16","0,88","9.536,00","0,62",Osmancik
"12.106,00","448,50","186,51","83,70","0,89","12.389,00","0,65",Osmancik
"12.411,00","443,55","178,23","90,22","0,86","12.780,00","0,64",Osmancik
"12.387,00","445,61","175,63","91,31","0,85","12.789,00","0,66",Osmancik
"10.683,00","408,28","170,35","80,45","0,88","10.845,00","0,69",Osmancik
"11.071,00","419,59","170,46","83,97","0,87","11.303,00","0,77",Osmancik
"11.617,00","418,45","167,91","88,91","0,85","11.822,00","0,76",Osmancik
"12.630,00","444,06","180,08","90,35","0,87","12.855,00","0,68",Osmancik
"11.992,00","431,16","173,30","89,59","0,86","12.274,00","0,77",Osmancik
"9.544,00","386,56","161,75","75,56","0,88","9.664,00","0,81",Osmancik
"12.261,00","438,90","173,36","90,88","0,85","12.499,00","0,78",Osmancik
"11.392,00","427,74","174,02","84,53","0,87","11.609,00","0,60",Osmancik
"11.465,00","423,79","174,07","84,74","0,87","11.673,00","0,73",Osmancik
"11.111,00","419,93","175,14","81,12","0,89","11.278,00","0,59",Osmancik
"11.234,00","425,93","176,30","82,10","0,88","11.452,00","0,66",Osmancik
"9.520,00","394,89","161,32","76,16","0,88","9.852,00","0,78",Osmancik
"11.889,00","440,95","178,99","85,92","0,88","12.185,00","0,76",Osmancik
"11.197,00","429,45","178,22","81,28","0,89","11.461,00","0,57",Osmancik
"10.445,00","409,96","168,47","80,44","0,88","10.653,00","0,74",Osmancik
"12.638,00","450,40","185,53","87,92","0,88","12.864,00","0,63",Osmancik
"10.497,00","405,35","165,35","81,98","0,87","10.735,00","0,67",Osmancik
"10.531,00","415,11","171,49","78,90","0,89","10.796,00","0,60",Osmancik
"13.677,00","467,25","191,01","91,82","0,88","13.901,00","0,66",Osmancik
"11.075,00","416,85","165,30","86,28","0,85","11.315,00","0,66",Osmancik
"10.598,00","411,48","162,20","85,22","0,85","10.936,00","0,59",Osmancik
"11.297,00","416,68","165,36","88,24","0,85","11.535,00","0,63",Osmancik
"12.199,00","438,06","178,86","88,10","0,87","12.496,00","0,78",Osmancik
"12.840,00","470,10","199,26","82,79","0,91","13.072,00","0,56",Osmancik
"9.221,00","387,09","159,22","74,90","0,88","9.418,00","0,77",Osmancik
"9.154,00","383,68","158,32","74,56","0,88","9.346,00","0,75",Osmancik
"12.198,00","432,03","177,00","88,57","0,87","12.400,00","0,75",Osmancik
"11.149,00","416,89","167,29","86,70","0,86","11.323,00","0,69",Osmancik
"10.632,00","405,42","167,33","81,34","0,87","10.762,00","0,62",Osmancik
"12.956,00","458,66","187,21","89,16","0,88","13.310,00","0,71",Osmancik
"12.418,00","453,05","187,82","85,17","0,89","12.719,00","0,78",Osmancik
"11.573,00","446,92","186,35","80,14","0,90","11.884,00","0,57",Osmancik
"11.816,00","446,10","187,14","81,82","0,90","12.069,00","0,75",Osmancik
"10.655,00","417,97","177,51","77,16","0,90","10.822,00","0,73",Osmancik
"11.764,00","430,18","171,97","88,35","0,86","12.010,00","0,63",Osmancik
"12.635,00","439,08","171,23","94,81","0,83","12.929,00","0,63",Osmancik
"12.089,00","440,73","179,96","86,66","0,88","12.390,00","0,67",Osmancik
"12.173,00","438,32","180,33","87,06","0,88","12.375,00","0,66",Osmancik
"11.185,00","414,18","170,02","84,11","0,87","11.370,00","0,62",Osmancik
"13.076,00","450,35","183,60","91,71","0,87","13.253,00","0,68",Osmancik
"10.557,00","412,67","168,81","80,59","0,88","10.778,00","0,62",Osmancik
"12.349,00","452,01","187,97","84,55","0,89","12.646,00","0,59",Osmancik
"11.449,00","411,30","156,93","94,26","0,80","11.696,00","0,72",Osmancik
"11.875,00","425,45","174,09","87,36","0,86","12.041,00","0,69",Osmancik
"11.322,00","415,49","165,35","88,40","0,85","11.545,00","0,65",Osmancik
"13.183,00","462,73","190,43","89,31","0,88","13.493,00","0,69",Osmancik
"11.509,00","435,87","178,42","83,85","0,88","11.792,00","0,58",Osmancik
"10.156,00","409,29","177,74","73,23","0,91","10.327,00","0,75",Osmancik
"10.134,00","406,05","167,61","78,04","0,88","10.358,00","0,59",Osmancik
"10.420,00","415,06","170,51","79,29","0,89","10.647,00","0,63",Osmancik
"12.181,00","434,81","179,23","86,99","0,87","12.387,00","0,73",Osmancik
"12.124,00","446,44","188,98","82,72","0,90","12.336,00","0,74",Osmancik
"11.930,00","434,81","175,30","87,98","0,86","12.260,00","0,64",Osmancik
"10.900,00","417,60","172,69","81,00","0,88","11.091,00","0,59",Osmancik
"12.213,00","452,40","192,34","81,44","0,91","12.406,00","0,64",Osmancik
"11.917,00","437,30","179,58","85,65","0,88","12.192,00","0,64",Osmancik
"12.406,00","434,73","172,18","92,86","0,84","12.704,00","0,64",Osmancik
"11.923,00","434,42","182,19","84,14","0,89","12.086,00","0,60",Osmancik
"10.896,00","419,39","174,14","80,55","0,89","11.145,00","0,59",Osmancik
"12.209,00","445,89","184,88","85,02","0,89","12.418,00","0,62",Osmancik
"8.604,00","373,68","153,58","72,31","0,88","8.787,00","0,60",Osmancik
"12.633,00","452,00","186,43","87,42","0,88","12.863,00","0,58",Osmancik
"10.524,00","402,49","164,08","82,46","0,86","10.713,00","0,63",Osmancik
"12.625,00","448,34","182,10","89,71","0,87","12.833,00","0,61",Osmancik
"11.977,00","442,36","185,27","83,16","0,89","12.186,00","0,68",Osmancik
"11.961,00","429,37","175,44","87,65","0,87","12.149,00","0,61",Osmancik
"11.281,00","407,10","160,91","90,44","0,83","11.483,00","0,67",Osmancik
"13.751,00","451,94","175,41","101,14","0,82","14.063,00","0,76",Osmancik
"12.382,00","453,05","187,11","85,73","0,89","12.771,00","0,61",Osmancik
"13.825,00","483,20","205,76","86,98","0,91","14.023,00","0,74",Osmancik
"13.589,00","479,84","201,71","87,17","0,90","13.908,00","0,59",Osmancik
"11.771,00","430,47","181,30","83,22","0,89","11.919,00","0,80",Osmancik
"11.711,00","447,00","190,94","79,29","0,91","11.904,00","0,59",Osmancik
"12.331,00","431,36","177,13","89,42","0,86","12.502,00","0,75",Osmancik
"11.046,00","423,50","183,46","76,97","0,91","11.198,00","0,82",Osmancik
"12.258,00","447,85","186,68","84,95","0,89","12.616,00","0,71",Osmancik
"12.162,00","450,79","186,69","84,64","0,89","12.502,00","0,66",Osmancik
"11.106,00","415,98","175,19","81,16","0,89","11.257,00","0,61",Osmancik
"12.081,00","431,52","173,52","89,56","0,86","12.315,00","0,78",Osmancik
"12.397,00","435,95","174,23","91,90","0,85","12.761,00","0,64",Osmancik
"13.799,00","454,74","184,87","95,92","0,85","13.965,00","0,62",Osmancik
"11.133,00","431,70","184,95","77,74","0,91","11.287,00","0,55",Osmancik
"12.955,00","451,80","191,71","86,63","0,89","13.143,00","0,60",Osmancik
"12.056,00","431,85","182,36","84,43","0,89","12.191,00","0,80",Osmancik
"12.558,00","452,69","189,48","85,09","0,89","12.799,00","0,62",Osmancik
"12.326,00","441,58","179,07","89,27","0,87","12.673,00","0,77",Osmancik
"12.406,00","433,57","175,89","91,14","0,86","12.639,00","0,80",Osmancik
"11.686,00","441,18","180,70","83,45","0,89","12.023,00","0,58",Osmancik
"12.393,00","438,89","184,77","86,01","0,89","12.582,00","0,71",Osmancik
"12.345,00","438,02","177,28","89,73","0,86","12.586,00","0,62",Osmancik
"11.511,00","439,51","183,24","81,80","0,89","11.736,00","0,57",Osmancik
"11.635,00","449,31","197,57","75,26","0,92","11.842,00","0,52",Osmancik
"11.720,00","425,45","171,59","88,36","0,86","11.912,00","0,78",Osmancik
"12.450,00","443,37","181,68","88,51","0,87","12.730,00","0,71",Osmancik
"10.074,00","416,97","172,35","75,89","0,90","10.422,00","0,55",Osmancik
"13.320,00","467,64","200,38","85,13","0,91","13.504,00","0,65",Osmancik
"11.895,00","429,40","179,25","85,54","0,88","12.072,00","0,79",Osmancik
"11.621,00","402,21","153,58","96,64","0,78","11.797,00","0,81",Osmancik
"12.272,00","439,92","181,71","86,95","0,88","12.495,00","0,64",Osmancik
"12.695,00","464,97","197,82","82,44","0,91","12.981,00","0,60",Osmancik
"10.777,00","409,27","165,14","84,58","0,86","10.987,00","0,81",Osmancik
"12.734,00","466,31","198,73","82,29","0,91","13.021,00","0,63",Osmancik
"13.295,00","465,33","187,38","91,91","0,87","13.633,00","0,61",Osmancik
"12.581,00","439,15","171,12","95,38","0,83","12.858,00","0,70",Osmancik
"11.097,00","422,37","172,16","83,63","0,87","11.393,00","0,61",Osmancik
"11.625,00","430,43","176,33","86,16","0,87","11.838,00","0,60",Osmancik
"10.665,00","422,40","176,84","77,75","0,90","10.884,00","0,63",Osmancik
"12.206,00","441,29","186,76","83,66","0,89","12.404,00","0,59",Osmancik
"12.646,00","473,86","204,03","79,90","0,92","12.949,00","0,68",Osmancik
"11.553,00","428,70","170,71","87,53","0,86","11.845,00","0,60",Osmancik
"13.028,00","467,28","194,73","87,14","0,89","13.304,00","0,57",Osmancik
"12.103,00","439,22","181,99","85,55","0,88","12.339,00","0,60",Osmancik
"11.718,00","439,20","182,26","82,60","0,89","11.967,00","0,65",Osmancik
"11.672,00","435,71","179,93","83,98","0,88","11.941,00","0,66",Osmancik
"11.793,00","417,16","163,04","93,50","0,82","12.022,00","0,66",Osmancik
"11.695,00","434,13","183,09","82,14","0,89","11.845,00","0,80",Osmancik
"10.975,00","412,74","169,45","83,24","0,87","11.149,00","0,79",Osmancik
"11.089,00","421,65","173,63","82,34","0,88","11.345,00","0,67",Osmancik
"10.833,00","427,68","177,28","79,54","0,89","11.158,00","0,76",Osmancik
"11.550,00","426,84","173,19","86,17","0,87","11.766,00","0,61",Osmancik
"12.339,00","435,94","173,03","92,29","0,85","12.646,00","0,74",Osmancik
"7.943,00","362,67","154,89","65,93","0,90","8.080,00","0,61",Osmancik
"13.207,00","458,88","187,83","90,64","0,88","13.501,00","0,73",Osmancik
